param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_21_pop_9,3045.88,1.003
q_ind_22_pop_9,2416.55,1.000
q_ind_23_pop_9,1777.91,1.016
q_ind_24_pop_9,1415.84,1.004
q_ind_25_pop_9,2512.17,1.006
q_ind_26_pop_9,789.25,1.005
q_ind_27_pop_9,243.85,1.010
q_ind_28_pop_9,508.20,1.015
q_ind_29_pop_9,426.43,1.012
q_ind_30_pop_9,612.52,1.003
q_ind_31_pop_9,249.29,1.009
q_ind_32_pop_9,224.87,1.038
q_ind_33_pop_9,2228.96,1.001
q_ind_34_pop_9,90.45,1.036
q_ind_35_pop_9,2419.65,1.006
q_ind_36_pop_9,567.41,1.117
q_ind_37_pop_9,626.80,1.169
q_ind_38_pop_9,408.47,1.004
q_ind_39_pop_9,168.51,1.197
q_ind_40_pop_9,3614.33,1.000
q_ind_41_pop_9,2477.90,1.000
q_ind_42_pop_9,5482.13,1.000
q_ind_43_pop_9,144.29,1.006
q_ind_44_pop_9,1126.13,1.012
q_ind_45_pop_9,549.02,1.035
q_ind_46_pop_9,1113.56,1.013
q_ind_47_pop_9,690.80,1.003
q_ind_48_pop_9,166.29,1.015
q_ind_49_pop_9,1479.26,1.012
q_ind_50_pop_9,667.15,1.033
q_ind_51_pop_9,24.47,1.247
q_ind_52_pop_9,1050.52,1.021
q_ind_53_pop_9,1316.10,1.006
q_ind_54_pop_9,2056.71,1.000
q_ind_55_pop_9,2352.63,1.003
q_ind_56_pop_9,10887.57,1.000
q_ind_57_pop_9,7858.78,1.000
q_ind_58_pop_9,11697.28,1.000
q_ind_59_pop_9,710.11,1.004
q_ind_60_pop_9,9625.36,1.000
q_ind_61_pop_9,5268.15,1.001
q_ind_62_pop_9,11828.52,1.000
q_ind_63_pop_9,174.84,1.020
q_ind_64_pop_9,7692.19,1.000
q_ind_65_pop_9,579.98,1.006
q_ind_66_pop_9,9598.85,1.000
q_ind_67_pop_9,1486.76,1.001
q_ind_68_pop_9,9824.55,1.000
q_ind_69_pop_9,1423.99,1.003
q_ind_70_pop_9,9790.84,1.000
q_ind_71_pop_9,1976.60,1.002
q_ind_72_pop_9,9739.81,1.001
q_ind_73_pop_9,7103.61,1.000
q_ind_74_pop_9,12728.59,1.000
q_ind_75_pop_9,11829.30,1.000
q_ind_76_pop_9,7997.60,1.000
q_ind_77_pop_9,671.18,1.007
q_ind_78_pop_9,13819.61,1.000
q_ind_79_pop_9,8605.51,1.000
q_ind_80_pop_9,12740.62,1.000
q_ind_81_pop_9,12533.97,1.000
q_ind_82_pop_9,184.51,1.007
q_ind_83_pop_9,818.22,1.004
q_ind_84_pop_9,5425.59,1.000
q_ind_85_pop_9,2698.53,1.000
q_ind_86_pop_9,6689.86,1.000
q_ind_87_pop_9,3529.94,1.000
q_ind_88_pop_9,59.22,1.084
q_ind_89_pop_9,7040.74,1.001
q_ind_90_pop_9,56.62,1.062
q_ind_91_pop_9,4746.74,1.000
q_ind_92_pop_9,8303.13,1.000
q_ind_93_pop_9,7505.04,1.000
q_ind_94_pop_9,394.44,1.182
q_ind_95_pop_9,923.63,1.128
q_ind_96_pop_9,2662.96,1.011
q_ind_97_pop_9,2782.76,1.003
q_ind_98_pop_9,399.32,1.005
q_ind_99_pop_9,3239.70,1.005
q_ind_100_pop_9,1165.37,1.119
q_ind_101_pop_9,953.69,1.038
q_ind_102_pop_9,2838.20,1.007
q_ind_103_pop_9,1304.37,1.025
q_ind_104_pop_9,1101.35,1.031
q_ind_105_pop_9,1469.56,1.003
q_ind_106_pop_9,90.56,1.017
q_ind_107_pop_9,203.70,1.006
q_ind_108_pop_9,1319.66,1.005
q_ind_109_pop_9,809.94,1.006
q_ind_110_pop_9,9071.38,1.000
q_ind_111_pop_9,2187.03,1.007
q_ind_112_pop_9,9031.56,1.000
q_ind_113_pop_9,8023.09,1.000
q_ind_114_pop_9,7491.90,1.000
q_ind_115_pop_9,2260.07,1.005
q_ind_116_pop_9,3895.09,1.000
q_ind_117_pop_9,153.92,1.013
q_ind_118_pop_9,2716.11,1.004
q_ind_119_pop_9,1697.76,1.022
q_ind_120_pop_9,1217.78,1.006
q_ind_121_pop_9,387.74,1.011
q_ind_122_pop_9,443.69,1.013
q_ind_123_pop_9,1255.78,1.001
q_ind_124_pop_9,2166.88,1.005
q_ind_125_pop_9,4.33,1.475
q_ind_126_pop_9,2.02,5.513
q_ind_127_pop_9,978.68,1.005
q_ind_128_pop_9,2.04,5.590
q_ind_129_pop_9,387.36,1.004
q_ind_130_pop_9,1294.17,1.028
q_ind_131_pop_9,423.29,1.031
q_ind_132_pop_9,2158.35,1.003
q_ind_133_pop_9,894.00,1.037
q_ind_134_pop_9,1332.42,1.000
q_ind_135_pop_9,501.55,1.178
q_ind_136_pop_9,141.19,1.032
q_ind_137_pop_9,937.57,1.002
q_ind_138_pop_9,193.68,1.009
q_ind_139_pop_9,279.29,1.004
q_ind_140_pop_9,306.30,1.002
q_ind_141_pop_9,222.93,1.008
q_ind_142_pop_9,238.98,1.027
q_ind_143_pop_9,126.92,1.100
q_ind_144_pop_9,168.07,1.034
q_ind_145_pop_9,225.36,1.020
q_ind_146_pop_9,1067.10,1.006
q_ind_147_pop_9,2930.92,1.005
q_ind_148_pop_9,1402.62,1.001
